id,username,content,sentiment
1663599868990849046,ukmjenkins,"@ed_hawkins Professor Ed Hawkins,
A statement for the world population in the world news:

""It is necessary that we, the world population, reduce our demand for carbon energy, in order to reduce world carbon dioxide emissions, in order to limit global warming and climate change.""",neutral
1663599428605706261,europeantimes_,"Global warming will push billions of people out of 'human climate niche' - by Gaston de Persigny - New research shows that billions of people could be forced out of the ""human climate niche"" as the planet warms. - #europe #news @europeantimes_

 ",negative
1663599389682565288,CBlackhawks1,@SeanCasten Why wont you debate some real experts on climate and how this global warming fraud is easily one of the biggest lies in century?  Follow the $$,negative
1663599252046479382,SupremeRoyale93,Global warming  my g. In a few years some places on earth are going go be inhabitable.,neutral
1663587296455557128,OmarKelly,"Is it just me, or is it hotter in South Florida than normal approaching June?

It’s hot as balls outside. My skin is actually burning, and I’m black. 

What is going on here.",negative
1663599237936840716,DavidManion16,"@jilevin 😂😂 as she tells us we have to cut carbon emissions all the while flying on HER PRIVATE JET😂😂.
THERE IS NO EMERGENCY CLIMATE CHANGE OR GLOBAL WARMING.
You are 🧠 dead to think there is any!!!!",negative
1663598539505532935,realconciousmb,"Donald Trump Laughs About Global Warming And Says ‘It Will Get Cooler’.. 🤔👀

#globalwarming #donaldtrump #earth #politics #reels ",neutral
1663598511315890177,Smtapu1,@theprojecttv @marcusbstewart The same people who were happy to lock you down and demand you participate in the experimental gene therapy trial.  The same people who demand that you believe in the unproven theory of catastrophic anthropogenic global warming. All part of the great new woke  atheistic reset. NO,negative
1663598453526601728,yeats56,"I have a terrible feeling that, when the sun finally catches fire with global warming, or the ice caps melt or nuclear warfare turns the earth to dust, this vile cretin will survive &amp; even thrive. I hope I’m wrong.",negative
1663489574054645762,Weeton64,Are we seeing the end of this vile  cretinous being? ,negative
1663598344080592896,downandloud1,#GlobalWarming #ClimateScam ,negative
1663598340053794842,MaguaAlumniAxe,"The only ones on the planet protecting us at the moment against global warming with meaning .
"" It takes an earthquake to wake up my people...""
                ----------------------Mohammad Ali ",neutral
1663598134038249472,skgowthaman,"Great opportunities to start a coir business, we can always help you with value-added concepts from coir and coconut. Reach me either at +919443136451 or sales@biogarddener.com 

#NewBusiness #newconcept #NewEra #GlobalWarming ",positive
1663598110478565394,markhall8711,@WorthingCan When is global warming going to start this year? It's bloody freezing at the minute.,negative
1663598067877019657,KrisHaddow,"Petition for this to be our new national weather*. 🏴󠁧󠁢󠁳󠁣󠁴󠁿☀️

*not at the expense of global warming, mind. Just gies nice long stretches of sunshine in the summer. Grand.",positive
1663597987367649285,Climageddon,"Controversial older disruptive climate activism video, What to Think About #Climate Anxiety.   via @JobOneForHuman1 #globalwarming | @Climageddon #RunawayGlobalHeatingExtinctionEmergency",neutral
1663597948104736769,pauljimerson,"Controversial older disruptive climate activism video, What to Think About #Climate Anxiety.   via @JobOneForHuman1 #globalwarming | @Climageddon #RunawayGlobalHeatingExtinctionEmergency",neutral
1663597682743742464,JoyBell75174267,GOOD.....MAYBE THEY WILL STOP TALKING ABOUT GLOBAL WARMING.,negative
1663360897773912065,JunkScience,"New study wrecks 'doomsday glacier ' narrative in West Antarctica:

Today’s ice 8 times thicker than last 8,000 years.
 
 ",negative
1663597242752565278,MarkGilham2,"@MichelleDewbs Could you have a real go at Megan Markle, Global Warming, Kier Starmer and Remoaners please? Oh and also Schofield, Biden and most importantly, Lineker? Ta very much.",neutral
1663597217779949568,ItsUrBoii10,@juhijain199 taking global warming issues in own hand🤌🏻😌,positive
1663597127535034391,HughCam34026215,"@latimeralder The global warming agenda has nothing to do with warming, which has nothing to do with human activity. It is global control, communism or the 4th Reich! Take your pick.",negative
1663596999604568066,NickPullen5,@southeast_watch Bloody global warming. I've had to put a jumper on.,negative
1663596874215849987,BillSEsquire_11,@Respons_Ability @laughchem @TedLogan1010 @No_Curve @Death6102 😂 . Is he promoting global warming as well? What’s goin on here?,negative
1663596870071877680,Mariska25927131,"QUESTION EVERYTHING

Is global warming real or an illusion created to instill fear once more? ",negative
1663596770490982400,BentonAlexande6,Great news no need to worry about climate change or global warming planet earth is fine. The sun rules are weird weather. We got to do better with pollution. We have lots of oil lots of natural gas they’re just trying to control everything. Do not worry.  ,positive
1663596770033532932,kingdomverse611,Do u believe me now about history global warming ,neutral
1663596769173729280,eShell1960,"Was reading this article and as a gardener, I have to constantly build up my soil.  Due to busy-ness I stopped for about 5 years and this year played catchup.  This is not global warming.  This is too much asphalt.  No one is rebuilding the soil.
",negative
1663596686411964418,Spaghettio666,@guardian I stubbed my toe &amp; experts say it’s because of global warming,negative
1663596663338827810,CkLutaaya,@baazi_original It's due to global warming,neutral
1663596568090378240,lahennessey752,"@irishspy I can’t keep track anymore. Cow farts, kangaroo farts, rice farming, racism…be easier to find something that doesn’t cause global warming.",negative
1663596384568606724,GiantsFanJC,"@SteveOweathaguy I understand your point but I think the ""global"" part of global warming/climate change insinuates it's more than just New England area of north America that makes up the globe lol gotta look at global trends",neutral
1663596168671002633,CIMA_Media,"""A group of scholars introduced an international panel to study the digital information landscape, inspired by those who had been warning of the effect of global warming."" @nytimes @stevenleemyers  6/7",neutral
1663596060189794304,okkoto7,"Polar bears could be extinct by 2050 😭😭

And because of global warming, they can't find food, they have to eat their babies, I saw that picture, I feel so sorrowful 😭😭😭

I don't want them disappear in the earth,😢😭😭 they are look so cute 😢, they're like owls, very cute",negative
1663596028808011776,snoozedakshat,@omi33hive @kazrrari If someone planted a tree for every jobless tweet by his fangirls. Global warming issue would be solved within a month,neutral
1663595856933552133,DebaucheryKing,"@goddeketal @RobertKennedyJr Wow 😯!!! Eye opening to hear RFKj express his views on the global warming hoax 

When was this recorded and does he still have the same views on the topic 

Anyone who thinks there’s a global warming problem has either serious intelligence problems, and/or emotional issues",negative
1663595805692030976,JamesHFrieson,"@RealPepeEscobar They love Antonion Gramsci , they believe in global warming , they love the Green New Deal , just like you, You are too Che to make a touche .",neutral
1663595703548121089,Jignesh88460308,@mandysacs @paigevanzant The reason for global warming 😄,neutral
1663595615845257216,spehn_john,@AWeissmann_ If you won't change your party affiliation expect the cascade of lost rights and x fer of wealth to the top to continue. No work no food. Maybe they can compel elderly &amp; unemployed to dig their global warming enhancing pipeline under penalty of the switch.,negative
1663595582353469440,sarcasticb1,"@krisalteyespy With global warming and such, I think Mother Nature will take care of that.",neutral
1663595469245939712,Politicbioassay,"@emilio97493490 @kalebso26 @Curious63423376 @catturd2 @gatewaypundit Learn the history from 2014 instead of fantasizing over elite super cars and global warming. 
",neutral
1663595425780072488,sam58820737,"@HelenaBytnar @smiggy303 @sschinke @EoinHiggins_ @MaddowBlog Models are just bias encoded algorithms. If the models worked, you could predict the future. But much like with global warming models, the predictions always fail to come true.",negative
1663595424828239872,JoePGould,"@WrittenByHanna Scientists have concluded that the main cause of global warming is Meg traveling around the world being a hottie, burn it all down sis!",negative
1663595320683397147,Daniel97978340,@SteveOweathaguy Eric fisher is a global warming mouthpiece,negative
1663595173966643217,twieterazzi,"Racism
US terrorism
Fake science
Global warming
Lockdowns
Vaccine evangelism
Mainstream Media
Black lives matter",negative
1663595061060173869,DukicZoran2,"Measures against global warming 
",neutral
1663595003653021696,fekauff,"@HieronymusMcG @TinFoilAwards This video (by a scientist) gives a REALLY good and accessible explanation of how global warming works, and illustrates the challenge we have. It's kind of hard to argue with because the video is just science-- no hysterics.

",positive
1663594955661508634,pbjellytiem2,"@Esqueer_ “for what they’ve done”

committed the heinous unforgivable crime of sending a tiktok influencer some beer.

conservatives are the biggest snowflakes on earth. how do we fix global warming? put all conservatives in one spot and fly a pride flag overhead. the great melting.",negative
1663594783426908160,PaulHolzapfel,@PalmerReport @kcdubz It’s sad that the media doesn’t take advantage of spreading global warming ‘fear porn’. It is a fear everyone should be having right now but don’t. Sigh 😔,negative
1663594735234056196,Phil_I_PJW,"@Walkabout24 Global warming.

Had that when it used to happen throughout my 52 years.",neutral
1663594643307495430,JamesDRichard3,@tesssummers98 @DaveRobert14 This climate change that nobody has proven. They had to stop calling it global warming because it's really not getting warmer.,negative
1663594636219412481,RodUSMC68,"@Schwarzenegger I get your point, but the left already rebranded ‘Global Warming’ as ‘Climate Change’.
Pollution has been on the front burner for decades.
We’re both old enough to remember when you couldn’t see a mile in L.A. &amp; rivers were on fire in Pittsburgh.
We’ve done a lot.",negative
1663594596746575872,pjul1984,"@KevinTober94 @theMRC @newsbusters @AP No surprise. Nearly every “expert” scientist touting climate change,formerly global warming, was on the govt payroll. @cnn @msnbc",neutral
1663594394732068865,ocschwar,"@Boobalaa1954 @noturbine @ECOWARRIORSS If they were that eager to do it, the concentration would not be rising. It is rising. And it is causing global warming, and among other things that is causing the rise in wildfires, including places where wildfires were once rare. Do try to keep up with what's going on.",negative
1663594235973468200,MeirionTweets,With the help of @FbdnStories we're going to show you can kill the messenger but you can't kill the message. RIP Bruno and Dom &amp; let's continue their work #ClimateEmergency #GlobalWarming,neutral
1663576281491947530,FbdnStories,"Nearly 1 year ago, Dom Phillips &amp; Bruno Pereira were assassinated.

Together with 50 journalists &amp; 16 media outlets, we pursued their work in the Amazon because our future depends on it.

Killing the messenger won’t kill the message. 1/3
🔴 New findings June 1.
#BrunoDomProject ",neutral
1663593943223631893,MarkWhiteIA,"No Surprising: ""they found that the global warming potential — an environmental metric measured in kilograms of CO2 emissions — of lab-grown meat is between four and 25 times greater than the average for beef products sold in stores."" #labgrownmeat 
",neutral
1663593656610353153,sidefxt,like do they rly think THIS is what’s causing global warming?????,negative
1663593653770801153,evanrmurphy,"@nytimes While the threat is alarming, it's good to see public consensus clearly established among AI leaders and scientists. It reminds me of when you could finally start counting on every legitimate climate scientist to acknowledge the risks of global warming.",positive
1663593589933211675,fi82770674,1978 “In Search Of the Coming Ice Age.” Leonard Nimoy hosted. They claimed we were going into the ice age?? LoL Now it’s global warming climate change LOL The Sheeple have been deceived!,negative
1663593480906772481,evanrmurphy,"@ai_risks While the threat is alarming, it's good to see public consensus clearly established among AI leaders and scientists. It reminds me of when you could finally start counting on every legitimate climate scientist to acknowledge the risks of global warming.",neutral
1663593420076589056,DPlanet_X,"Plastic is one of the most persistent pollutants on Earth. It's made to last - and it does, often for 400 years or more. At every step in its lifecycle, even long after it has been discarded, plastic creates greenhouse gas emissions that are contributing to #GlobalWarming #nftart ",negative
1663593412170219538,Liberallogic5,"@scvball @atensnut Yes, I heard that drinking turpentine is good for global warming. Perhaps you should try it sometime. 👍🏼",positive
1663593386786291712,gnulp,The claim of a 97% consensus on global warming does not stand up | Richard Tol ,neutral
1663593329425281025,theAmericaTalks,"Farting makes global warming worse.

Ban farting.",negative
1663593281127579649,bconin8,@irishexaminer Like the silkies telling us that retrofitting Council houses and banning SUVs despite their not contributing will fix global warming . Couldn't agree more,positive
1663593280611958785,jessetnichols,"If we want to limit global warming to 2ºC, we'll likely need to: A) cut emissions, and B) remove a lot of CO2 from the air. But how do we do that? My latest video explores two fundamentally different ideas for carbon removal. 
",neutral
1663593105331814401,BillKitchen2,"@billmckibben Don’t worry, @POTUS is going to lower global warming by building MVP. 🤦🏻‍♂️

",neutral
1663592870627143680,TheSeraphz,@TamsinVegas @stillgray Ah so littering is okay? What about global warming?,neutral
1663592647141867520,JenZatoth,"@MsAvaArmstrong Hollywood will do anything to project from buying mansions, flying private planes and sipping foreign wine in their yachts. Me, my room I dwell in and my ancient Honda are the cause of global warming, but they are exempt from this scrutiny.",negative
1663592559057174556,Uvery1lBEaFR9EF,"@ProudElephantUS Since the left made up the global warming lie and changed it to a climate change hoax, only the left had their brains damaged by the climate change. Of course, this so-called climate fund enriches people with ties to the left. Defund the Marxists club U.N.! ",negative
1663592498680168454,Matt_1269501,"@verycentrist @RogTallbloke Are you seriously suggesting less than 1C degree of difference between the last mini ice age and the present day 300+ years later?

Because if that is what LIA indicates, that is what the graph states.

If you stand by that, where is the GLOBAL WARMING?",negative
1663592466963111937,AiGrumpyNews,"""Looks like the record-breaking heat wave in Shanghai this May shows there's no stopping Mother Nature's wrath, no matter how much global warming we're trying to prevent. I guess my grandkids will be reading about it in the history books..."" Short version: “Guess my grandkids #AI",negative
1663592430451474432,ECOWARRIORSS,"The media get into a frenzy hysteria against minor disruption caused by #Juststopoil and yet utter climate devastation barely gets a mention and the billionaires fueling this devastation by fueling global warming are treated like Gods 
 ",negative
1663295588731854849,cllrLisaScott,Romania this time. ,neutral
1663592316974530575,Jdanker22,"The climate crisis is the longest running hoax in the world today.
I've lived through the following:
Global cooling
Acid rain 
Ozone layer 
Global warming 
Climate change
None of the predictions ever come true.",negative
1663589502097424391,GinaSaysSo,The longest fake emergency EVER. It's like reading a book where they keep adding pages.🤡 How will we know when we save the world? What will be our measure?  Questions are the enemy! ,negative
1663592242253271040,stan_hyt,@_ClimateCraze I guess you could say a 1 degree temperature increase since the ice age is global warming but in the last several hundred years overall we have had a slight cooling trend but the industrial age has had no affect on weather compared to volcanos and other natural events.,neutral
1663592169003978752,irishspy,"It was inevitable.

""Plants cause global warming now"" ",negative
1663592064083464192,Riseandshine_2,"@pxnzischemes We can’t control the weather but we sure do know how to make it worse. Hint: global warming, climate change. All totally preventable but humans gonna human 🥴",negative
1663592053781954572,Rupe_dg,"@cliff_mcqueen @_ClimateCraze New ideas are tested and peer-reviewed all the time. Some are accepted, others not, but the consensus by 99% of scientists is that global warming is happening. Would you question the science behind a new cancer treatment because 1% don´t believe it or do you follow the consensus?",neutral
1663591959443963909,flowinguphill,An explosion of research on accelerating impacts of global warming in recent years. Have been doing a literature search for the last year on research related to CA precipitation and now have reviewed ~1000 journal articles. Have read abstracts of ~10 papers for every one saved.,neutral
1663591776462962703,KlimataProjekto,"🌎 🔥❄️ El Niño, La Niña and Natural Disasters

Learn more about this dangerous connection and how to deal with it

🚨 El Niño is coming in 2023

Read here 👉 

#elniño #laniña #ClimateEmergency #ClimateAction #ClimateCrisis #globalwarming #extremeweather ",neutral
1663591515384434691,RetiredMan01,"Global warming is a myth created by Al Gore; simple reapportionment if wealth. The fact is the earth has been cooling slightly for a long time. Scientists not on the government dole know it's all a scam.
🎚️🗽🚂⚓🇺🇲",negative
1663360897773912065,JunkScience,"New study wrecks 'doomsday glacier ' narrative in West Antarctica:

Today’s ice 8 times thicker than last 8,000 years.
 
 ",negative
1663591304071372800,DhakaTribune,"To see the economic consequences of global warming look no further than the Panama Canal
#rivers #ClimateCrisis 
",negative
1663591096973426690,WCELaw,"Nothing ""natural"" about natural gas—methane has a global warming potential of 82.5x worse than carbon. This report re-emphasizes that banking our future on LNG is a poor use of public money and undermines the necessary shift to renewables. @DavidSuzukiFDN ",negative
1663590956011237381,P4l3_H0r53,"Pretending that Plants are a contributing  factor to their Global Warming ""Narrative🤡"", 🤔 is Foolish...

He would have had better luck talking about the mass pollution caused by Monsanto, &amp; Roundup etc

But they dont want to talk about REALITY, just false narratives.",negative
1663540018974171137,wideawake_media,"Multi-millionaire climate doomsday preacher, John Kerry, admits that destruction of the farming industry is essential to achieve 'Net Zero':

""Agriculture contributes about 33% of all the emissions of the world. And we can't get to net zero—we don't get this job done—unless agriculture is front and centre as part of the solution.""

""You just can't continue to both warm the planet, while also expecting to feed it. It doesn't work. So we have to reduce emissions from the food system.""

Source: 

For more content like this, visit: 

#ClimateScam #ClimateCult #NetZero #Agenda21 #Agenda2030 #GreatReset",negative
1663590906870497317,boppinmule,Two firefighters airlifted to hospital as crews battle wildfire near Cannich in Scottish Highlands 🏴󠁧󠁢󠁳󠁣󠁴󠁿 #wildfires #scotlandwildfire #highlandswildfire #GlobalWarming  ,neutral
1663590821910949888,TNFSforReal,"@Ms_geever @AlixG_2 It is dry cold here. Easier to cope with than you think. -15C feels almost like ""warm"" here. Dry heat in the summer too: +30C is paradise, and even +40C was still totally OK when it happened (only once, so far).

I hope that ""global warming"" thingy will keep going 🙃",positive
1663590787425394688,Not__A__Slave,@FarwPk Global warming.,neutral
1663590778323582977,capntransit,"@stephenyale @mnolangray This is not a shrug-emoticon situation.  These people are doing real damage to the environment and  culture,  that could set back our response to global warming for generations. If we don't cut through the bullshit quick it's going to get worse before enough people figure it out.",negative
1663590753174421530,jchrissmith0007,"Hey Teddy (@SenTedCruz ) .... Why do you keep KLYING about global warming?

It's real, it's been happening for decades, and it's caused by humans burning fossil fuels?

So why do you LIE about it?",negative
1663581658316931089,SenTedCruz,".@DailyCaller: EXCLUSIVE: Sen. Cruz Leads Bicameral Republicans In Defending American Sovereignty, Protecting Second Amendment

",neutral
1663590702960320512,elizaandmoggy,"Another chapter in the long tract of @tanya_plibersek hypocrisy - from protecting species from extinction, to preventing worsening #globalwarming, she leaves a litter of broken promises ",negative
1663489403518418945,justdanfornow,The same government that is giving $1.5 billion in subsidies for a plastics factory in Darwin 🙃,negative
1663590482973450240,elbowz,Global warming is driving extreme weather and food scarcity faster than predicted  ,negative
1663590340891381762,PerniciousDeed_,@tedlieu Yeah man that pipeline being crammed through to make Manchin happy really seems like something the people who overwhelmingly demand some kind of response to global warming would appreciate,positive
1663590327490314271,Ahmetzbek,"the people must fight back, they can not allow this BS global warming BS as an excuse to starve people",negative
1663461009430835200,theheadsaregone,"We're actually dealing with psychopaths. 

They wouldn't think twice about starving us. 

No farmers- No food!!!! ",negative
1663590276365942824,jamesseandoyle1,"Simply the best phrase I've heard about sustainability and global warming..""there's no economy on a dead planet "" #nailedit",positive
1663590122011623425,astronomy89,"Is it hot in here, or is it just anthropogenic global warming?

No, wait, never mind. It's just summer.",neutral
1663589669811159040,EvlondoCooper,"These extreme weather events aren't discrete, unconnected incidents. They're stark reminders of human-induced global warming. National TV networks need to consistently highlight these connections to help viewers understand the climate crisis.",neutral
1663589427749199872,PaulNewberry8,"@latimeralder I don't need to explain the risks of Global Warming they have been concluded by specialist scientists from across the world.

I'm an aerospace consultant engineer, I see many twitter idiots commenting incorrectly on my specialism.  Just as they do about Global Warming.",negative
1663589404697571330,biznoriboi,"Its a bed time, She's responsible for global warming delicious... keep smiling... girl #Armpit #Navel #Lingerie Desi girl 😋💦🔥 ",positive
1663589343330697216,CvertreesKropf,"@OTerrifying Methane Nitrates melting from global warming.. Its a bad sigh, that we are past the point of no return.",negative
1663589271649779724,AMRI_FGN,"@badlinu @harrynotaverage @MaxGGs theres a heatwave, hes tackling global warming",neutral
1663589207195910182,Cheese1138,@hansmollman A guy on the radio this morning that said Ai will do for us slowly. Gave an example of all the chat bots telling each other and by extention us that global warming isn't a thing so we start to really ignore it and slowly kill the environment that sustains us. #imnoscared 😬,negative
1663589103374413824,Denmill53,Arnold has a new idea to help shove global warming up our ass. Rename it. What a brilliant MFer!! ,negative
1663588714600349697,Stevie_e,"Directly how you contribute to your “global warming” agenda, or as the snake tongues today call it, “climate change.” 

Let’s not go into how the metals and other toxic elements used to enable cloud seeding are inhaled or absorbed by your human skin and the effects of that.",negative
1663552753946460161,Sprinterfactory,"The UAE has successfully tested artificial rain technology in the desert at 50°C.

As reported by Business Insider, in the United Arab Emirates, to combat the 50-degree heat, they intend to use drones to make it rain.

This method is known as ""cloud seeding"". The UAE has used drones that strike clouds with an electric current, which provokes them into a collision and precipitation.",neutral
1663588384013717504,jisungshn,"skz got almost 5mill in pre-orders and anti’s start crying about pollution and global warming, stan twt is a joke",negative
1663588211828850694,SirTrevSkint,Global warming in southern Spain today. Flooding and cold winds. We need as much CO2 as we can get... Pray for us #JustStopOil #ExtinctionRebellion #ClimateScam ,neutral
1663588083843907586,hess4646,There is NO SUCH THING AS GLOBAL WARMING you stupid stupid people!!!!!  Why do I have a pay for the idiots of the world?  There is no climate crisis!  F John Kerry!!!!!!!!!!!!!!!!!!!!!!!!!!!,negative
1663588007708880896,nigroloco,"@Disembe Bold untill you hear about John Kerry saying farmers should stop growing crops to roll back global warming.

Then you get to hear about Monsanto and Bayer and Bill Gates wanting all farm land.

It is bold, but I'm waiting on how it will be done.",neutral
1663587992424808463,MarcusAnton168,@KarlBrophy If this is global warming lets embrace it.,neutral
1663587935743258625,MikeWilke20,"Plants cause global warming now – HotAir

SO@ARE@THEY TELLING US TO CUT DOWN THE RAIN FOREST NOW SOMEONE HAS THEIR HEAD UP THEIR ASS ",negative
1663587877023027200,witch_worst,@maidros78 @nayanikaaa @Spunky_Aspects With global warming they are also not just classic but also future-proof,neutral
1663587793367613441,uvgaydiation,@hlwangxian this is at fucking 10:15 pm... and they say global warming isn't real .......... like 10 saal pehle apne cousins ke saath raat me chatt par soti thi mai itna thanda hota hai 🚶🏽‍♀️ ,negative
1663587710752227328,ReginaFPhelange,"@TiwannaRN42 It's not about climate at all!  It's about control.

Every decade or so it's a new racket recycled.
 Remember when it was ""global warming"",  before that it was an ice age. 
Climate has never been a crisis ever! It changes with tides, moon, etc. 

This 👇
",neutral
1663413456471457796,RitaPanahi,Did you survive the big freeze? 🥶,neutral
1663587685405949969,nygoldtours,"It's my guess residential households are main  emission/global warming offenders, &amp; for long time thought about fish/water-powered homes. In 2004 my son had invention convention idea combined w/my experience sleeping/living among L rows of fishtanks at my father's #lowersealevels ",neutral
1663587465414995971,GreyCat45,@globeandmail Arsonists? Global Warming? Lightning?,negative
1663587336871878656,eapsMIT,"Chloroflurocarbons, CFCs, are efficient at absorbing heat; despite having been phased out of use, EAPS research scientist Kane Adam Stone breaks down their lasting contribution to global warming in this climate explainer from @ClimateMIT
",neutral
1663587291099430925,Tertianship,"@bdaabat @latimeralder ""If we had stopped global warming""

That's a big ""if"", but as the temperature has only increased by 1 degree during that time, that's how much cooler it would be.

All hypothetical, of course, because we are simply not capable of controlling the climate.",negative
1663587280743694347,landoak162536,"@goddeketal @RobertKennedyJr Trump doesn't understand Covid/Vaccine, RFK Jr. gets it 100%. RFK JR is wrong about ""global warming"" here, Huge wrong, and Donald Trump is 100% correct on the issue. They are both Kennedy Democrats who fix each other's flaws.  The two working together makes sense.",neutral
1663586854757625856,HStowit,"@JordanSchachtel yup, nice to agree with him on a few things 
but he been proudly on the wrong side of global warming, 2a, 1a etc.

and lying about censorship.",negative
1663586815759228928,SeemaRatadiya,@jaidev_green @temokun_ Bruh is the cause for global warming at this point 😹,negative
1663586733466832896,lukas_mut,@AmartyaSanyal I am not more knowledgeable than you but things like *global warming* and *nuclear weapons* come to mind. Decision regarding *global warming* were definitely not smart in hindsight and we have to face lots of consequences of it now and in the near future.,negative
1663586293769437192,PaulNewberry8,@latimeralder I think NASA have a better idea about global warming than you.,neutral
1663586240791474181,Christi36915619,"@JustinTrudeau @ABDanielleSmith Trudeau, you do nothing for our province or our country. Danielle will not work ‘for’ you. She works ‘with’ Albertans. Btw, global freezing, acid rain, global warming and now climate change… really! Give me a break.",negative
1663586127788343297,RetiredMan01,"Global warming is a myth pushed by Al Gore, whose company is of course in charge of issuing the carbon credits. It's reapportionment if wealth on a grandiose scale from rich countries to poor contries and it's OK to polute provided you pay Al Gore. 🎚️🗽🚂⚓🇺🇲",negative
1663286808619417600,JoanneNova,"Astonishing #climate surprise! Instead of shrinking, the frost season is growing longer across Australia. In some places by 40 extra days a year. What's more,scientists have known about this trend for years. Where were the #media headlines?

#ClimateScam 
 ",negative
1663586028752338956,VeryTiredAngry,"@blueitserver @Not_A_DoctorOk Seriously, Exxons own scientists warned the executives that their product would cause global warming.

In answer the oil companies went on an unprecedented pr campaign that resulted in people like you spouting bullshit.

",negative
1663586020510531602,richardparke15,"@cllrLisaScott Climate Is Not Weather! Climate change is measured by trends in weather events, you cannot claim any specific weather event is caused by climate change.

This is no different to billy bob from the Midwest pointing to snow in January saying “huh what global warming”",neutral
1663585980018720777,EarthKeeper22,"Success will be within your reach,
Only when you start reaching out for it... Stephen Richards
  
Humanity can heal the damage we've done to Earth,  
But only when enough of us start reaching for it🦋LJC

#ClimateAction #globalwarming #HEALING #rewilding #Earth #EarthKeepersUnite ",positive
1663585965971996684,TVAddictStill,@Dangerdave1979 @Bentley99894955 @johnmcdonnellMP Do you think acceding to JSO's demand will save the planet?  Or even make a significant difference to global warming?,neutral
1663585924330946564,RealMattLaney,"@RNCResearch What severe weather events?

Even #NASA admitted that there's been NO ""global warming"" or AGW in the past +9 years.",neutral
1663585518242627588,latimeralder,"If we had stopped global warming 60 years ago, the world would be 1C cooler than today

And a lot less green.

With more people dying of cold

Would it really have been a better place?

Why? ",negative
1663585315485802496,TommyDipole,"@RitaPanahi @JordenCollins Survived Blizzard of '77, now in TX...can't wait for global warming!",positive
1663585260225830913,mmatc4,"@wideawake_media @CathyDuke1231 By what authority does Kerry have to tell our farmers what to do? He has not been elected by the people..and who thinks we all believe in Global Warming, Climate change hoax..",negative
1663585158346289153,Old_and_crabby,"We keep hearing about climate change, global warming and etc. So what temperature is the earth suppose to be?",neutral
1663585145859735554,gary_kline,"@krisalteyespy MAGA tears would be so torrential with Trump in prison, they'd make global warming floods look tame. 🤣",negative
1663584880339349504,JHuntMorgan,Here’s a bureaucrat hustling the Senate for $50 trillion pushing the global warming scheme to line his pockets and assure his career. Wake up America!! ,negative
1663584861100048385,HavaClimate,"New Climate News: 

The most accurate measurements yet of black carbon in the atmosphere -- ScienceDaily

#climatecrisis #climateaction #esg #carbon #sustainability #netzero #climatescam #globalwarming #climatechange
",neutral
1663584686155628556,chris_cmc86,"@SocratesPoly @Esqueer_ How are you going to find middle ground with people who start off claiming you’re a groomer, pedo, rapist etc?  It’s devolved from when right-wingers would derail talk about the environment or global warming because “scientists r librul”.  It’s the conservatives who devolved.",negative
1663584565489696778,Milasho_Willie,We should support recycling and up cycling to stop global warming 🪴💯 ,positive
1663270386522284033,EndPlasticsNow,"Plastic is the fossil fuel industry's PLAN B. But there is no PLANet B for the rest of us.

For a strong #PlasticsTreaty, plastics contribution to the #ClimateCrisis should not be ignored. Its production will raise global heat past the 1.5°c limit. #EndPlasticPollution #INC2 ",negative
1663584497361899520,Manoran51693172,Global warming in ancient period 56 million years ago was probably caused by release of carbon dioxide from fossil carbon stored in rocks or carbon dioxide from vulcanic eruptions  ss per views of scientists ..,neutral
1663584127281422338,JasonKn07430666,@goddeketal The vaccine is a form of population control. Just like the shit they spray up in the sky to combat global warming. Everyone breathing that shit in. Hopefully all the vaccinated democrats will be the first to go.,negative
1663584088928681988,mikejoy08,"@CollyRetro @georgegalloway You haven’t heard all the chants and protests? The way go “stop global warming, and keep bombing innocent people for the sake of capitalism”",negative
1663584042036649990,deejjavuu,@stressydistresy global warming,neutral
1663583987582005248,Climageddon,"The Correct Global #FossilFuel Reduction Dates &amp; Targets to Survive #GlobalWarming and Climate Change for Individuals, Businesses, and Nations.  via @JobOneForHuman1",neutral
1663583933991358467,being_circuit3,"Normie memers ki tadad kam hona is one of the reasons of Global warming. 
We need normies back",negative
1663583929386033153,pauljimerson,"The Correct Global #FossilFuel Reduction Dates &amp; Targets to Survive #GlobalWarming and Climate Change for Individuals, Businesses, and Nations.  via @JobOneForHuman1",neutral
1663583570042945544,mass1m0_,@OTerrifying Global Warming,neutral
1663583453860753409,FredMutalya,"@HillaryTaylorVI This is not even my problem. You and cohorts even deserve the worst. 

My only concern now is that global warming is eating up the universe.",negative
1663583224432394240,PonsSublicius,"@HumanProgress I'm (barely) old enough to remember when we switched from ""global cooling"" to ""global warming"". Interestingly the offered solution was exactly the same: hand over all our liberties to a cabal of wannabe dictators who would run everything without addressing the problem.",negative
1663583104450064385,Xenophon789,"@InnocentGandalf @QuiddityJones @LifeNewsToo Also, since the year 2000 man made global warming is only directly responsible for like 1 degree c. Global warming makes weather more volatile than warm. So it probably is from global warming, but a lot of people on both sides get this wrong. ",negative
1663583072950812684,HouseMusicANL,The Great Global Warming Swindle ,neutral
1663582872656019471,iplatt78,"As the earth heats up, we must take action to combat global warming and protect our planet for future generations. Let's work together to reduce our carbon footprint and make a positive impact on the environment. #globalwarming #climatechange #Sustainability",positive
1663582672818434048,hatsunessy,@frxlass no but really global warming fucking up last few winters have been warmer,neutral
